Yt.3M,Yt.2M,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
-0.0257,0.0074,-0.0044,1233 天仁,M1200 食品工業,-0.0202,0.2563,8,-0.376,0.2782,8,-0.3699,0.264,8,0.0582,0.9321,1,"2,999,426,925",0.8412,2,2.23,0.3549,7,5.1608,0.6966,4,2.31,0.5915,5,1.47,0.6418,4,0.0864,0.3078,7,40.39,0.5739,5,0.0563,0.3855,7,0.0382,0.5192,5
0.0287,0.0444,0.0023,1234 黑松,M1200 食品工業,0.0842,0.5597,5,0.0262,0.5367,5,-0.01,0.5323,5,0.2038,0.8061,2,"16,602,822,003",0.3691,7,0.92,0.8817,2,6.2904,0.6024,5,0.95,0.3527,7,0.78,0.4315,6,0.0607,0.218,8,21.65,0.8697,2,-0.0805,0.2913,8,0.0259,0.4589,6
0.4713,0.2201,0.0897,1235 興泰,M1200 食品工業,0.0145,0.3593,7,-0.5915,0.1369,9,-0.5941,0.1194,9,-0.0131,0.965,1,"12,537,628,883",0.4359,6,5.32,0.0624,10,726.3559,0.0131,10,1.75,0.4852,6,1,0.5016,6,0.0076,0.0153,10,48.27,0.4129,6,0.0146,0.3472,7,0.3772,0.9617,1
-0.0075,0.0349,-0.0123,1236 宏亞,M1200 食品工業,0.019,0.3779,7,-0.1438,0.4359,6,-0.1422,0.437,6,-0.0125,0.9639,1,"2,035,495,741",0.9179,1,0.89,0.8927,2,3.5486,0.8226,2,0.34,0.253,8,0.3,0.2826,8,0.0386,0.138,9,35.36,0.667,4,1.4676,0.7853,3,-0.0863,0.0887,10
-0.224,-0.1672,-0.1134,1301 台塑,M1300 塑膠工業,-0.0594,0.1709,9,-0.0235,0.5071,5,-0.0172,0.5257,5,0.2545,0.736,3,"426,306,021,215",0.0197,10,1.3,0.6769,4,8.8613,0.4589,6,0.06,0.2092,8,0.15,0.2114,8,0.0133,0.0383,10,36.5,0.6484,4,-0.9057,0.0975,10,0.0113,0.3976,7
-0.182,-0.1335,-0.1152,1303 南亞,M1300 塑膠工業,-0.0719,0.149,9,-0.2172,0.3921,7,-0.221,0.3888,7,0.473,0.4754,6,"444,022,115,221",0.0175,10,1.22,0.7218,3,7.5733,0.5257,5,0.31,0.2421,8,0.31,0.2859,8,0.1227,0.4162,6,41.86,0.5476,5,0.4334,0.5389,5,-0.0281,0.2355,8
-0.0782,0.0489,-0.0703,1304 台聚,M1300 塑膠工業,-0.1025,0.1008,10,0.7703,0.7678,3,0.859,0.8007,3,0.3606,0.6079,4,"18,848,201,922",0.333,7,0.82,0.92,1,1.5675,0.9606,1,-2.06,0.0778,10,-1.24,0.0581,10,0.1363,0.4556,6,36.4,0.6506,4,-3.0809,0.0318,10,-0.039,0.2026,9
-0.0418,-0.0164,-0.0847,1305 華夏,M1300 塑膠工業,-0.1007,0.103,10,0.1162,0.5794,5,0.1694,0.6156,4,0.3709,0.5936,5,"10,430,379,313",0.4929,6,1.11,0.7875,3,3.5911,0.8116,2,-0.41,0.1566,9,-0.14,0.1512,9,0.0811,0.2892,8,44,0.5038,5,-1.1363,0.0756,10,0.0649,0.6331,4
-0.0207,-0.105,-0.0799,1307 三芳,M1300 塑膠工業,0.2925,0.862,2,0.9466,0.793,3,0.706,0.7788,3,0.1654,0.8423,2,"12,828,520,673",0.4294,6,1.29,0.6824,4,4.9263,0.7054,3,4.6,0.851,2,2.67,0.8521,2,0.3001,0.8664,2,45.01,0.483,6,1.622,0.8039,2,0.0642,0.6276,4
-0.0447,-0.0106,-0.0851,1308 亞聚,M1300 塑膠工業,-0.1523,0.057,10,-0.01,0.517,5,0.0718,0.5761,5,0.3802,0.5816,5,"10,820,389,180",0.4786,6,0.88,0.8938,2,6.9307,0.5728,5,-1.43,0.0942,10,-1.26,0.0548,10,0.0794,0.2826,8,10.56,0.965,1,-6.4704,0.0175,10,-0.1329,0.0427,10
0.1024,0.2429,-0.0284,1309 台達化,M1300 塑膠工業,-0.0368,0.2125,8,-0.1344,0.4392,6,-0.0977,0.4688,6,0.362,0.6057,4,"6,144,307,149",0.6495,4,0.94,0.8762,2,1.6208,0.9595,1,-1.54,0.0898,10,-1.07,0.0712,10,0.2169,0.7065,3,28.85,0.7623,3,-0.4163,0.1665,9,-0.0008,0.3428,7
-0.0536,0.0143,-0.0571,1310 台苯,M1300 塑膠工業,-0.0106,0.2859,8,0.1164,0.5805,5,0.1592,0.6101,4,0.2044,0.8039,2,"7,390,176,696",0.5958,5,1.01,0.8412,2,3.3242,0.839,2,-0.47,0.1479,9,-0.3,0.1271,9,0.081,0.2881,8,24.03,0.8302,2,-17.0776,0.0055,10,0.0555,0.586,5
-0.1077,0.0067,-0.0606,1312 國喬,M1300 塑膠工業,0.0421,0.4502,6,0.3415,0.6561,4,0.3356,0.6846,4,0.4738,0.4732,6,"16,730,311,871",0.3636,7,0.44,1,1,5.1397,0.6977,4,-1.31,0.0986,10,-0.71,0.0854,10,0.0733,0.264,8,41.68,0.5498,5,-2.5128,0.0372,10,0.0339,0.506,5
-0.1287,-0.0735,-0.0919,1313 聯成,M1300 塑膠工業,-0.0925,0.1106,9,-0.1465,0.4315,6,-0.118,0.4556,6,0.3163,0.667,4,"18,469,074,695",0.3406,7,0.58,0.9858,1,1.0416,0.9792,1,-2.56,0.0581,10,-1.16,0.0635,10,0.0558,0.195,9,49.6,0.3899,7,-25.0855,0.0044,10,0.1679,0.8686,2
-0.0596,0.0096,-0.0288,1314 中石化,M1300 塑膠工業,0.0964,0.5882,5,4.5714,0.9474,1,3.8983,0.954,1,0.5276,0.4118,6,"39,173,198,846",0.1928,9,0.45,0.9989,1,4.782,0.7207,3,0.3,0.2399,8,0.27,0.2673,8,0.0336,0.1238,9,45.78,0.4666,6,1.2418,0.7481,3,0.0379,0.517,5
0.0098,0.0056,0.0112,1315 達新,M1300 塑膠工業,0.0236,0.3943,7,-0.0136,0.5137,5,-0.0106,0.5312,5,0.0518,0.9376,1,"6,821,440,025",0.6177,4,0.7,0.9671,1,14.9833,0.2705,8,0.39,0.2607,8,0.36,0.3012,8,0.2161,0.7043,3,8.75,0.9726,1,0.2612,0.4841,6,-0.0636,0.1325,9
0.0317,0.0739,0.0317,1316 上曜,M2500 建材營造,0.3561,0.9014,2,-0.5529,0.1555,9,-0.5533,0.1512,9,0.468,0.4852,6,"6,687,740,270",0.621,4,1.85,0.4633,6,29.3707,0.1084,9,-0.04,0.1917,9,0.17,0.2223,8,0.0831,0.2957,8,47.88,0.4239,6,-0.6605,0.1292,9,0.1512,0.8456,2
-0.203,-0.0944,0.0085,1319 東陽,M2200 汽車工業,0.2919,0.8587,2,-0.5292,0.172,9,-0.5721,0.1303,9,0.3651,0.6013,5,"66,084,904,740",0.1369,9,2.76,0.2388,8,10.7034,0.3834,7,4.5,0.8401,2,3.38,0.931,1,0.1396,0.4677,6,24.64,0.8204,2,1.3901,0.7755,3,0.0663,0.6386,4
0.0296,-0.0852,-0.0556,1321 大洋,M1300 塑膠工業,0.1018,0.6046,4,4.3067,0.9398,1,3.7773,0.9518,1,0.2429,0.7514,3,"9,007,283,098",0.5312,5,1.28,0.6889,4,8.0987,0.4962,6,1.88,0.5082,5,1.01,0.506,5,0.0638,0.2322,8,48.82,0.4031,7,-0.1103,0.2727,8,-0.0085,0.3001,8
-0.0118,-0.0052,0.0164,1323 永裕,M1300 塑膠工業,0,0.3089,7,-0.5036,0.1895,9,-0.5076,0.1698,9,-0.0123,0.9628,1,"2,752,365,921",0.8576,2,1.17,0.7514,3,3.5975,0.8105,2,1.55,0.4556,6,0.94,0.4863,6,0.2136,0.6955,4,46.71,0.4458,6,-0.1094,0.2738,8,-0.0224,0.2585,8
-0.0966,-0.0172,-0.0793,1324 地球,M1300 塑膠工業,-0.1628,0.0471,10,-0.2744,0.3461,7,-0.2328,0.3801,7,0.0319,0.9463,1,"1,065,363,506",0.9836,1,1.14,0.7656,3,5.3494,0.6802,4,0.03,0.2048,8,0.02,0.1731,9,0.2324,0.7382,3,19.26,0.8981,2,-0.9635,0.092,10,0.0013,0.3516,7
0.0027,0.1387,0.121,1325 恒大,M1300 塑膠工業,-0.2107,0.0186,10,-0.6738,0.0789,10,-0.6228,0.092,10,0.6055,0.3187,7,"2,334,871,279",0.8959,2,0.9,0.8872,2,24.2264,0.1435,9,0.43,0.2694,8,0.41,0.3187,7,0.1676,0.5728,5,3.43,0.9934,1,10.5832,0.9682,1,-0.0037,0.3308,7
-0.1887,-0.1302,-0.086,1326 台化,M1300 塑膠工業,-0.0018,0.3056,7,0.2129,0.6145,4,0.2205,0.6396,4,0.39,0.5706,5,"322,051,086,420",0.034,10,0.99,0.8499,2,3.8366,0.7875,3,0.39,0.2618,8,0.37,0.3023,8,0.04,0.1435,9,35.42,0.6648,4,2.9939,0.8905,2,-0.0158,0.2749,8
-0.1607,-0.1191,-0.0845,1339 昭輝,M2200 汽車工業,0.1603,0.7251,3,0.7603,0.7656,3,0.6272,0.7568,3,0.4357,0.5203,5,"5,108,558,166",0.7087,3,1.31,0.6747,4,9.9921,0.4107,6,3.37,0.7426,3,2.53,0.8302,2,0.136,0.4524,6,27.34,0.7853,3,1.0766,0.7207,3,0.0086,0.3932,7
-0.1342,-0.0215,-0.0215,1342 八貫,M9900 其他,0.0791,0.5433,5,-0.6473,0.0964,10,-0.6292,0.0876,10,0.1357,0.8806,2,"7,877,241,090",0.5717,5,4.86,0.0832,10,12.6994,0.3231,7,5.84,0.9189,1,3.76,0.954,1,0.1931,0.6473,4,40.75,0.5652,5,0.1976,0.4578,6,0.0593,0.6101,4
0.0646,0.0999,0.0289,1402 遠東新,M1400 紡織纖維,0.1189,0.6364,4,-0.0442,0.4951,6,-0.0628,0.5005,6,0.389,0.5728,5,"177,216,569,565",0.0624,10,0.77,0.9441,1,2.7094,0.8938,2,1.19,0.3998,7,0.68,0.3987,7,0.0403,0.1457,9,52.65,0.3417,7,0.0852,0.4053,6,0.0078,0.3877,7
-0.0388,0.0537,-0.0179,1409 新纖,M1400 紡織纖維,0.1067,0.6123,4,-0.2635,0.3571,7,-0.2848,0.3417,7,0.4351,0.5225,5,"25,991,329,451",0.276,8,0.71,0.9639,1,2.3874,0.9179,1,1.12,0.3855,7,0.35,0.2957,8,0.0571,0.2004,9,77.37,0.0657,10,13.3635,0.9748,1,0.1145,0.7919,3
-0.0037,-0.0129,-0.0118,1410 南染,M1400 紡織纖維,0.0283,0.4107,6,-0.5504,0.1588,9,-0.5484,0.1544,9,0.2062,0.8028,2,"2,383,882,200",0.8905,2,2.1,0.3943,7,43.5532,0.0657,10,1.29,0.4107,6,1.08,0.5301,5,0.3561,0.9189,1,17.87,0.9091,1,1.3336,0.7656,3,-0.011,0.2913,8
-0.0111,0.0526,0.1184,1413 宏洲,M1400 紡織纖維,0.0728,0.5279,5,8.0481,0.9737,1,6.745,0.9803,1,0.151,0.8609,2,"1,303,949,921",0.9671,1,1.1,0.7908,3,2.0918,0.9343,1,-1.32,0.0964,10,-0.45,0.1062,9,0.0281,0.0975,10,54.98,0.299,8,0.5879,0.598,5,-0.0887,0.0854,10
0.0882,0.2821,0.0982,1414 東和,M1400 紡織纖維,0.124,0.6506,4,-0.3622,0.2848,8,-0.3572,0.2793,8,0.0523,0.9365,1,"4,345,000,000",0.7503,3,1.36,0.6528,4,31.0089,0.0986,10,0.58,0.2957,8,0.45,0.333,7,0.0368,0.1314,9,30.4,0.7481,3,3.0369,0.8927,2,-0.0147,0.2826,8
-0.0642,-0.0449,-0.0409,1416 廣豐,M9900 其他,0.1144,0.6298,4,-0.0289,0.5038,5,-0.0623,0.5016,6,0.3708,0.5947,5,"2,343,151,291",0.8938,2,0.6,0.9814,1,29.6185,0.1062,9,0.91,0.3505,7,0.76,0.4239,6,0.0316,0.1128,9,21.73,0.8686,2,17.4399,0.9814,1,0.0825,0.7054,3
-0.0308,0.0044,-0.0217,1417 嘉裕,M1400 紡織纖維,-0.0338,0.2202,8,-0.0045,0.5203,5,0.0217,0.5476,5,0.3008,0.6867,4,"2,136,674,752",0.9102,1,0.82,0.9189,1,8.9919,0.4535,6,-0.15,0.1851,9,-0.05,0.1632,9,0.2078,0.6769,4,22.59,0.8532,2,-1.2917,0.0712,10,-0.2254,0.011,10
0.0915,0.2512,-0.0744,1418 東華,M1400 紡織纖維,0.1053,0.609,4,-0.6988,0.0657,10,-0.7021,0.0559,10,0.4768,0.4688,6,"1,790,280,734",0.9343,1,1.55,0.5685,5,463.5631,0.0142,10,-2.8,0.0548,10,-0.42,0.1106,9,0.1861,0.6276,4,72.9,0.0975,10,-0.5369,0.1479,9,0.058,0.6013,5
0.0253,0.0231,0.0094,1419 新紡,M1400 紡織纖維,0.0519,0.4797,6,3.9639,0.931,1,3.4954,0.9452,1,0.2678,0.7251,3,"13,944,688,525",0.4129,6,0.99,0.8478,2,16.1842,0.2355,8,0.67,0.3133,7,0.53,0.3571,7,0.0575,0.2048,8,27.74,0.7766,3,-0.0073,0.3308,7,0.1396,0.8324,2
0.2402,0.2528,0.0994,1423 利華,M1400 紡織纖維,0.1282,0.6627,4,2.3816,0.885,2,2.2549,0.9025,1,0.1491,0.8642,2,"3,416,959,814",0.816,2,1.04,0.8171,2,85.0244,0.0296,10,0.07,0.2125,8,0.06,0.1829,9,0.0872,0.3122,7,8.33,0.9792,1,-0.9317,0.0964,10,-0.033,0.2223,8
-0.0249,0.0028,-0.0139,1432 大魯閣,M3700 運動休閒,-0.1612,0.0493,10,-0.8437,0.0099,10,-0.8167,0.011,10,0.387,0.5739,5,"1,938,600,000",0.9255,1,2.21,0.3571,7,6.0187,0.6232,4,-0.15,0.1862,9,0.24,0.2541,8,0.1024,0.356,7,84.38,0.0427,10,-1.0195,0.0832,10,0.0186,0.4294,6
-0.0784,-0.0504,-0.0546,1434 福懋,M1400 紡織纖維,-0.0063,0.2968,8,-0.0572,0.4885,6,-0.054,0.506,5,0.2536,0.7371,3,"38,964,776,856",0.1961,9,0.75,0.9485,1,5.4339,0.6703,4,0.34,0.2541,8,0.36,0.299,8,0.0596,0.2114,8,26.34,0.7985,3,1.1974,0.7404,3,-0.1067,0.0613,10
-0.0561,-0.0347,-0.0612,1435 中福,M9900 其他,-0.018,0.2607,8,-0.6811,0.0745,10,-0.682,0.0635,10,0.2331,0.7678,3,"6,849,224,900",0.6166,4,5.27,0.0657,10,2584.6132,0.0088,10,-0.34,0.1676,9,-0.3,0.1281,9,0.0892,0.3187,7,12.19,0.9518,1,-0.5603,0.138,9,0.2593,0.9321,1
0.5116,0.5245,0.1208,1436 華友聯,M2500 建材營造,0.526,0.9529,1,3.1367,0.9135,1,2.0493,0.8927,2,0.1843,0.8237,2,"15,218,038,653",0.391,7,3.49,0.1566,9,757.7195,0.012,10,-1.03,0.115,9,-0.11,0.1544,9,0.0421,0.1522,9,79.82,0.057,10,0.074,0.3976,7,0.2788,0.9409,1
0.0012,0.0588,0.0477,1437 勤益控,M9900 其他,0.1827,0.7579,3,0.7561,0.7623,3,0.657,0.7678,3,0.4026,0.5586,5,"7,152,405,361",0.6079,4,0.84,0.9102,1,40.3207,0.0712,10,2.14,0.5586,5,1.39,0.6166,4,0.0567,0.1972,9,41.61,0.552,5,0.3098,0.5049,5,0.0341,0.5082,5
0.7429,0.2684,0.1645,1438 三地開發,M2500 建材營造,0.136,0.6889,4,0.1693,0.598,5,0.007,0.5411,5,0.1508,0.862,2,"5,631,469,845",0.6791,4,2.37,0.3078,7,#DIV/0!,0.0033,10,-0.55,0.1468,9,0.15,0.2125,8,0.0261,0.0887,10,83.61,0.0449,10,-1.4839,0.0646,10,0.3642,0.9595,1
0.1765,0.014,0.021,1439 雋揚,M2500 建材營造,0.124,0.6495,4,2.3109,0.8795,2,2.0623,0.8938,2,-0.1014,0.977,1,"2,558,547,600",0.8729,2,0.98,0.8532,2,77.1786,0.034,10,1.66,0.471,6,1,0.5027,6,0.0935,0.333,7,42.6,0.5268,5,0.0062,0.3384,7,0.0572,0.598,5
-0.0259,0.0322,0.0351,1440 南紡,M1400 紡織纖維,0.1333,0.6835,4,12.6598,0.9869,1,10.1413,0.9912,1,0.0045,0.954,1,"27,561,131,781",0.2662,8,0.86,0.9047,1,6.5227,0.5893,5,-0.3,0.172,9,-0.02,0.1676,9,0.117,0.3998,7,42.27,0.5378,5,0.7774,0.6594,4,0.0043,0.3691,7
0.3022,0.209,-0.0112,1441 大東,M1400 紡織纖維,-0.0219,0.2552,8,0.2121,0.6134,4,0.1562,0.609,4,0.1839,0.8248,2,"961,374,786",0.989,1,2.51,0.2826,8,4.2443,0.7601,3,-9.21,0.0099,10,-1.29,0.0526,10,0.077,0.2749,8,80.01,0.0537,10,0.2428,0.4775,6,-0.0975,0.0701,10
0.1986,0.1585,0.1098,1442 名軒,M2500 建材營造,0.5133,0.9474,1,4.163,0.9376,1,2.8641,0.9277,1,0.0197,0.9507,1,"19,810,240,032",0.3231,7,2.14,0.3768,7,10.0144,0.4074,6,7.03,0.9595,1,3.16,0.9113,1,0.0434,0.161,9,55.4,0.2892,8,2.4527,0.874,2,0.0577,0.5991,5
-0.0361,-0.0452,-0.0392,1443 立益物流,M9900 其他,0.1169,0.6331,4,2.8863,0.9069,1,2.4895,0.9146,1,-0.3012,0.9923,1,"4,330,976,352",0.7514,3,1.91,0.4436,6,20.2813,0.1818,9,5.27,0.8981,2,1.46,0.6342,4,0.0174,0.0504,10,77.56,0.0646,10,1.8474,0.8258,2,0.0942,0.7382,3
-0.0483,-0.004,-0.0211,1444 力麗,M1400 紡織纖維,-0.0296,0.23,8,-0.2399,0.3768,7,-0.2121,0.3921,7,0.2372,0.7612,3,"9,806,611,331",0.5115,5,0.84,0.9124,1,4.7317,0.7273,3,2.05,0.5444,5,1.37,0.6145,4,0.0374,0.1336,9,37.11,0.6353,4,3.2594,0.9036,1,0.0071,0.3812,7
-0.1174,-0.1126,0.0131,1445 大宇,M1400 紡織纖維,0.0679,0.5181,5,-0.097,0.4644,6,-0.0749,0.494,6,0.3068,0.678,4,"2,583,254,426",0.8719,2,1.07,0.8018,3,10.6834,0.3844,7,0.02,0.2015,9,0.02,0.1742,9,0.4423,0.966,1,9.48,0.9704,1,-0.9615,0.0942,10,0.4169,0.9726,1
0.0523,0.0789,0.1377,1446 宏和,M1400 紡織纖維,0.4324,0.931,1,18.6787,0.9978,1,13.4631,0.9967,1,0.6371,0.2957,8,"6,618,374,279",0.6254,4,2.56,0.2683,8,9.2236,0.4447,6,17.59,0.9989,1,6.67,0.9956,1,0.1033,0.3604,7,59.42,0.2158,8,23.6696,0.9901,1,-0.0497,0.1643,9
0.0222,0.1278,0.1222,1447 力鵬,M1400 紡織纖維,0.0981,0.5904,5,-0.3928,0.2651,8,-0.3797,0.253,8,0.1145,0.8949,2,"8,045,029,779",0.5619,5,0.81,0.9255,1,0.8671,0.988,1,2,0.5312,5,1.07,0.5257,5,0.2312,0.7349,3,56.49,0.2683,8,3.1818,0.8992,2,0.1746,0.8751,2
0.0818,0.0876,0.0083,1449 佳和,M1400 紡織纖維,-0.0914,0.1128,9,-0.6214,0.1161,9,-0.5674,0.1347,9,0.5623,0.3658,7,"1,720,802,308",0.9365,1,0.99,0.851,2,1.945,0.9409,1,2.66,0.6396,4,1.09,0.5323,5,0.0286,0.1008,10,71.7,0.1019,10,1.6457,0.8061,2,-0.0149,0.2815,8
-0.0261,-0.0088,-0.0096,1451 年興,M1400 紡織纖維,0.0868,0.563,5,1.1629,0.8193,2,1.0289,0.8248,2,0.0876,0.9135,1,"3,986,235,000",0.782,3,0.57,0.9901,1,2.3652,0.9189,1,0.41,0.264,8,0.37,0.3034,8,0.2009,0.6637,4,14.56,0.9321,1,1.1352,0.7295,3,-0.0793,0.0997,10
-0.0202,-0.0025,-0.0116,1452 宏益,M1400 紡織纖維,0.0208,0.3823,7,0.3309,0.6528,4,0.2897,0.6703,4,0.1624,0.8434,2,"2,234,185,213",0.9047,1,0.79,0.9299,1,6.7294,0.5783,5,-0.12,0.1873,9,-0.11,0.1566,9,0.28,0.8401,2,5.85,0.9869,1,0.7264,0.6495,4,0.014,0.4096,6
0.0022,0.1925,0.2854,1453 大將,M2500 建材營造,0.593,0.9682,1,20.5322,0.9989,1,11.5622,0.9945,1,0.8547,0.1424,9,"2,421,927,973",0.8894,2,1.1,0.7886,3,7020.0811,0.0055,10,1.13,0.391,7,0.82,0.4436,6,0.0032,0.0055,10,30.12,0.7525,3,166.5918,1,1,0.1286,0.8127,2
0.1115,0.1331,0.0341,1454 台富,M1400 紡織纖維,-0.0153,0.2705,8,-0.0061,0.5181,5,0.0324,0.5509,5,0.3032,0.6813,4,"2,057,321,189",0.9146,1,1.29,0.6813,4,5.2735,0.6878,4,1.2,0.402,7,0.98,0.4973,6,0.0265,0.0909,10,20.43,0.8828,2,7.2238,0.9573,1,-0.0086,0.2957,8
-0.1769,-0.0181,0.0469,1455 集盛,M1400 紡織纖維,0.3645,0.908,1,-0.4204,0.2289,8,-0.4393,0.2081,8,0.0759,0.9233,1,"7,363,884,063",0.598,5,1.2,0.7382,3,3.2821,0.8445,2,1.16,0.3965,7,0.71,0.4064,6,0.0054,0.0099,10,41.24,0.5564,5,2.8192,0.8806,2,0.1195,0.8028,2
0.0494,-0.0046,0.0049,1456 怡華,M2500 建材營造,0.2229,0.8039,2,-0.5635,0.1479,9,-0.547,0.1566,9,0.5871,0.3373,7,"1,883,443,980",0.9266,1,1.21,0.7306,3,6.7152,0.5794,5,-2.87,0.0537,10,0.23,0.2497,8,0.0059,0.0131,10,87.59,0.035,10,0.2698,0.4907,6,0.083,0.7065,3
-0.0435,-0.0275,0.0183,1457 宜進,M1400 紡織纖維,0.2449,0.8248,2,2.3583,0.8828,2,1.9072,0.8839,2,0.5628,0.3625,7,"6,590,676,663",0.6265,4,1.16,0.7525,3,7.4865,0.5301,5,-0.27,0.1742,9,0.08,0.1884,9,0.0795,0.2837,8,55.8,0.2815,8,-0.7414,0.1227,9,-0.0102,0.2935,8
-0.1087,-0.0348,-0.0652,1459 聯發,M1400 紡織纖維,0.183,0.7612,3,5.0767,0.954,1,4.1782,0.9562,1,-0.1935,0.9858,1,"4,034,575,204",0.7798,3,1.25,0.701,4,10.8528,0.3724,7,0.13,0.2256,8,0.33,0.2935,8,0.1474,0.4984,6,39.98,0.5816,5,1.4295,0.7809,3,-0.0578,0.1424,9
-0.0918,0.0223,-0.0099,1460 宏遠,M1400 紡織纖維,0.0819,0.552,5,-0.3388,0.3034,8,-0.3701,0.2629,8,0.1906,0.8149,2,"5,598,826,481",0.6835,4,0.98,0.8565,2,2.8954,0.8773,2,0.11,0.2223,8,0.28,0.2705,8,0.0969,0.3472,7,53.37,0.3308,7,0.229,0.4732,6,-0.0987,0.0657,10
0.3595,0.1443,0.0152,1463 強盛新,M1400 紡織纖維,0.1006,0.6002,5,-0.3563,0.2881,8,-0.4034,0.2377,8,0.341,0.6298,4,"3,347,735,716",0.8215,2,1.37,0.6484,4,41.8462,0.069,10,0.62,0.3045,7,0.55,0.3636,7,0.0695,0.2519,8,18.36,0.9058,1,-0.5439,0.1446,9,0.0347,0.5115,5
-0.0351,-0.0351,0.0174,1464 得力,M1400 紡織纖維,0.1077,0.6145,4,0.6147,0.7284,3,0.5751,0.7404,3,0.2241,0.7809,3,"5,766,673,474",0.6703,4,1,0.8456,2,2.2724,0.9233,1,1.31,0.4151,6,0.75,0.4217,6,0.0687,0.2453,8,60.94,0.1917,9,0.1846,0.4545,6,-0.1505,0.0307,10
-0.0568,-0.0347,-0.0568,1465 偉全,M1400 紡織纖維,0.1372,0.6922,4,-0.0333,0.5005,6,-0.0583,0.5038,5,0.0207,0.9496,1,"1,578,663,927",0.9496,1,0.96,0.8631,2,14.1802,0.2892,8,2.28,0.5838,5,1.93,0.7426,3,0.0886,0.3165,7,15.9,0.9233,1,14.481,0.9781,1,0.0241,0.4524,6
-0.0728,-0.0383,-0.0268,1466 聚隆,M1400 紡織纖維,-0.0262,0.2442,8,-0.711,0.0624,10,-0.6899,0.0602,10,0.5055,0.4392,6,"1,445,045,160",0.9595,1,1.05,0.816,2,2.4345,0.9135,1,-1.29,0.1019,10,-0.34,0.1216,9,0.0477,0.1709,9,57.69,0.2464,8,0.7598,0.655,4,-0.0436,0.1829,9
-0.1245,-0.0249,-0.0581,1467 南緯,M1400 紡織纖維,0.0773,0.54,5,2.8422,0.9058,1,2.6456,0.9189,1,-0.0064,0.9584,1,"2,768,452,304",0.8554,2,0.9,0.8905,2,2.2359,0.9288,1,1.01,0.3658,7,0.65,0.3921,7,0.255,0.7864,3,64.71,0.1533,9,1.2419,0.7492,3,0.0284,0.4743,6
0.0476,0.1099,0.0733,1468 昶和,M1400 紡織纖維,-0.0724,0.1479,9,0.1403,0.5893,5,0.2413,0.6473,4,0.519,0.4228,6,"2,157,450,532",0.9091,1,1.77,0.4907,6,8.6443,0.4699,6,3.34,0.7338,3,1.75,0.7097,3,0.0715,0.2563,8,53.76,0.3231,7,13.5145,0.9759,1,-0.0705,0.1183,9
0.0743,0.0566,-0.0074,1470 大統新創,M1400 紡織纖維,0.0076,0.3373,7,-0.4909,0.1961,9,-0.4811,0.1884,9,-0.0198,0.966,1,"1,663,107,897",0.9441,1,1.86,0.4622,6,8.7417,0.4655,6,3.18,0.701,4,2.7,0.8543,2,0.2223,0.7196,3,17.35,0.9124,1,-0.1192,0.2694,8,-0.0089,0.2946,8
-0.0872,0.0738,0.0738,1471 首利,M2328 電子零組件,-0.0599,0.1698,9,-0.7422,0.0493,10,-0.7105,0.0515,10,0.6497,0.2837,8,"2,241,176,586",0.9036,1,1.67,0.5268,5,39.6381,0.0734,10,0.43,0.2683,8,0.4,0.3165,7,0.698,0.9978,1,7.09,0.9836,1,3.0977,0.8949,2,-0.0469,0.1742,9
-0.2273,-0.0782,-0.067,1472 三洋實業,M2500 建材營造,0.2358,0.816,2,-0.2954,0.3384,7,-0.3189,0.3111,7,0.2937,0.6999,4,"3,803,842,795",0.7886,3,2.08,0.4009,7,6.6348,0.5816,5,3.31,0.7251,3,1.77,0.7141,3,0.2325,0.7393,3,50.07,0.3779,7,4.3704,0.9288,1,0.0757,0.6791,4
-0.1037,0.0291,0.3095,1473 台南,M1400 紡織纖維,0.3972,0.9233,1,2.9717,0.9102,1,2.2926,0.9069,1,0.6588,0.2771,8,"5,716,342,406",0.6736,4,1.12,0.7798,3,2.4704,0.9102,1,5.47,0.9047,1,3.84,0.9573,1,0.1202,0.4074,6,31.65,0.7295,3,1.7347,0.8149,2,0.1245,0.8105,2
-0.1193,0.0246,-0.0035,1474 弘裕,M1400 紡織纖維,0.2069,0.7897,3,1.3811,0.8313,2,1.1864,0.8379,2,0.2116,0.7952,3,"1,818,557,566",0.9321,1,0.76,0.9474,1,2.4721,0.9091,1,3.91,0.7842,3,2.31,0.7985,3,0.1022,0.3549,7,42.47,0.5334,5,5.0303,0.9398,1,-0.0493,0.1654,9
0.0764,0.1419,0.0434,1475 業旺,M1400 紡織纖維,0.1174,0.6342,4,1.2825,0.8269,2,1.0468,0.828,2,0.3216,0.6616,4,"3,775,511,079",0.7919,3,2.43,0.2968,8,8.9588,0.4556,6,8.71,0.9825,1,6.72,0.9967,1,0.6083,0.9934,1,23.74,0.8335,2,0.7555,0.6528,4,0.3632,0.9584,1
