catboost,p1,False,0,-0.09898033233900504
catboost,p1,False,1,-0.18876576822791413
catboost,p1,False,2,-0.11380171584738688
catboost,p1,False,3,-0.0979935862948866
catboost,p1,False,4,-0.12564323358503615
catboost,p1,False,5,-0.12370552487859528
catboost,p1,False,6,-0.09934870218365144
catboost,p1,False,7,-0.19494319056791853
catboost,p1,False,8,-0.0998788035665999
catboost,p1,False,9,-0.11765504961900054
catboost,p1,False,10,-0.10836254447250554
catboost,p1,False,11,-0.09312198900333936
catboost,p1,False,12,-0.16334793485495747
catboost,p1,False,13,-0.11326199219834066
catboost,p1,False,14,-0.16248322581474128
catboost,p1,True,0,-0.10051426765488022
catboost,p1,True,1,-0.1549205663271136
catboost,p1,True,2,-0.1133123644266103
catboost,p1,True,3,-0.10813506555047016
catboost,p1,True,4,-0.15265469197999365
catboost,p1,True,5,-0.15642890543423715
catboost,p1,True,6,-0.1211100658708174
catboost,p1,True,7,-0.12255832226080562
catboost,p1,True,8,-0.1444840202573077
catboost,p1,True,9,-0.11105934191911945
catboost,p1,True,10,-0.09573196226864196
catboost,p1,True,11,-0.16498506882127198
catboost,p1,True,12,-0.15784569221069636
catboost,p1,True,13,-0.121445702116779
catboost,p1,True,14,-0.09482209004580483
catboost,p2,False,0,-0.11603013231566987
catboost,p2,False,1,-0.15387069967902609
catboost,p2,False,2,-0.1789637264888418
catboost,p2,False,3,-0.08799702208032645
catboost,p2,False,4,-0.10007692321267585
catboost,p2,False,5,-0.1937685394035797
catboost,p2,False,6,-0.10460618236394452
catboost,p2,False,7,-0.0940180452944895
catboost,p2,False,8,-0.09485114956094587
catboost,p2,False,9,-0.1315278354525494
catboost,p2,False,10,-0.10821501355284845
catboost,p2,False,11,-0.11404940033637741
catboost,p2,False,12,-0.11807178143936918
catboost,p2,False,13,-0.15401141212995295
catboost,p2,False,14,-0.1469392636488547
catboost,p2,True,0,-0.08376587287533963
catboost,p2,True,1,-0.16039960654635982
catboost,p2,True,2,-0.13493447698192174
catboost,p2,True,3,-0.147871871315945
catboost,p2,True,4,-0.10395495975971433
catboost,p2,True,5,-0.11961916663670398
catboost,p2,True,6,-0.11550330440333743
catboost,p2,True,7,-0.18419434597717693
catboost,p2,True,8,-0.10136660020431279
catboost,p2,True,9,-0.11608360893253403
catboost,p2,True,10,-0.15464320599154074
catboost,p2,True,11,-0.13765426308428516
catboost,p2,True,12,-0.1486489716419803
catboost,p2,True,13,-0.11644704279252369
catboost,p2,True,14,-0.11697514595244883
catboost,p3,False,0,-0.14729414243860553
catboost,p3,False,1,-0.11053991768250998
catboost,p3,False,2,-0.11017173919659458
catboost,p3,False,3,-0.1662435038588273
catboost,p3,False,4,-0.10723097952855185
catboost,p3,False,5,-0.10565850242963723
catboost,p3,False,6,-0.09267121970933699
catboost,p3,False,7,-0.15038335220517296
catboost,p3,False,8,-0.1607405321457069
catboost,p3,False,9,-0.12718980008912575
catboost,p3,False,10,-0.11991980839322473
catboost,p3,False,11,-0.10018933857951141
catboost,p3,False,12,-0.18046576456240176
catboost,p3,False,13,-0.12205807772006547
catboost,p3,False,14,-0.10944642774245743
catboost,p3,True,0,-0.11707993600649029
catboost,p3,True,1,-0.18344840925599118
catboost,p3,True,2,-0.0983807506294919
catboost,p3,True,3,-0.11253883558734393
catboost,p3,True,4,-0.12440906392961958
catboost,p3,True,5,-0.10562846172267615
catboost,p3,True,6,-0.15009526235826343
catboost,p3,True,7,-0.10632829941617519
catboost,p3,True,8,-0.13558553157478373
catboost,p3,True,9,-0.15926372028684083
catboost,p3,True,10,-0.1564150409236877
catboost,p3,True,11,-0.1239616162728991
catboost,p3,True,12,-0.1499586134637337
catboost,p3,True,13,-0.10616203206546355
catboost,p3,True,14,-0.10577992082026991
catboost,p4,False,0,-0.11732965821859777
catboost,p4,False,1,-0.11574137028329987
catboost,p4,False,2,-0.1600962244762851
catboost,p4,False,3,-0.15681081746252118
catboost,p4,False,4,-0.0967383136992745
catboost,p4,False,5,-0.10613872952693292
catboost,p4,False,6,-0.10760444165892342
catboost,p4,False,7,-0.12920533897369071
catboost,p4,False,8,-0.14701918161711228
catboost,p4,False,9,-0.15276469892219438
catboost,p4,False,10,-0.11014612499089267
catboost,p4,False,11,-0.14906193698075232
catboost,p4,False,12,-0.11042686413349335
catboost,p4,False,13,-0.16092648656167668
catboost,p4,False,14,-0.12780465845802125
catboost,p4,True,0,-0.11856476211827617
catboost,p4,True,1,-0.17936715851944693
catboost,p4,True,2,-0.09079323869998837
catboost,p4,True,3,-0.11373968895674841
catboost,p4,True,4,-0.14118635949492972
catboost,p4,True,5,-0.11796242916571564
catboost,p4,True,6,-0.11718070745005062
catboost,p4,True,7,-0.13642114599285196
catboost,p4,True,8,-0.16042657288779313
catboost,p4,True,9,-0.14274751873843983
catboost,p4,True,10,-0.10440967508888868
catboost,p4,True,11,-0.13278271359877286
catboost,p4,True,12,-0.16493579353144516
catboost,p4,True,13,-0.10165962637980035
catboost,p4,True,14,-0.13908732891635583
catboost,p5,False,0,-0.08824715589121261
catboost,p5,False,1,-0.11420730021618083
catboost,p5,False,2,-0.11412513443675464
catboost,p5,False,3,-0.12975625395086238
catboost,p5,False,4,-0.1871255546703041
catboost,p5,False,5,-0.11257768918671451
catboost,p5,False,6,-0.20584728525864995
catboost,p5,False,7,-0.10718119129990543
catboost,p5,False,8,-0.10419042478668478
catboost,p5,False,9,-0.10536638649325666
catboost,p5,False,10,-0.11756211788147267
catboost,p5,False,11,-0.09318533078894899
catboost,p5,False,12,-0.1161084741948318
catboost,p5,False,13,-0.10217892066712995
catboost,p5,False,14,-0.2053391633273278
