,Yt.1M,Code,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
58,-0.0546,1434 ºÖÀ·,M1400 ¯¼Â´ÅÖºû,-0.0063,0.2968,8,-0.0572,0.4885,6,-0.054,0.506,5,0.2536,0.7371,3,38964776856.0,0.1961,9,0.75,0.9485,1,5.4339,0.6703,4,0.34,0.2541,8,0.36,0.299,8,0.0596,0.2114,8,26.34,0.7985,3,1.1974,0.7404,3,-0.1067,0.0613,10
59,-0.0612,1435 ¤¤ºÖ,M9900 ¨ä¥L,-0.018,0.2607,8,-0.6811,0.0745,10,-0.682,0.0635,10,0.2331,0.7678,3,6849224900.0,0.6166,4,5.27,0.0657,10,2584.6132,0.0088,10,-0.34,0.1676,9,-0.3,0.1281,9,0.0892,0.3187,7,12.19,0.9518,1,-0.5603,0.138,9,0.2593,0.9321,1
60,0.1208,1436 µØ¤ÍÁp,M2500 «Ø§÷Àç³y,0.526,0.9529,1,3.1367,0.9135,1,2.0493,0.8927,2,0.1843,0.8237,2,15218038653.0,0.391,7,3.49,0.1566,9,757.7195,0.012,10,-1.03,0.115,9,-0.11,0.1544,9,0.0421,0.1522,9,79.82,0.057,10,0.074,0.3976,7,0.2788,0.9409,1
61,0.0477,1437 ¶Ô¯q±±,M9900 ¨ä¥L,0.1827,0.7579,3,0.7561,0.7623,3,0.657,0.7678,3,0.4026,0.5586,5,7152405361.0,0.6079,4,0.84,0.9102,1,40.3207,0.0712,10,2.14,0.5586,5,1.39,0.6166,4,0.0567,0.1972,9,41.61,0.552,5,0.3098,0.5049,5,0.0341,0.5082,5
62,0.1645,1438 ¤T¦a¶}µo,M2500 «Ø§÷Àç³y,0.136,0.6889,4,0.1693,0.598,5,0.007,0.5411,5,0.1508,0.862,2,5631469845.0,0.6791,4,2.37,0.3078,7,#DIV/0!,0.0033,10,-0.55,0.1468,9,0.15,0.2125,8,0.0261,0.0887,10,83.61,0.0449,10,-1.4839,0.0646,10,0.3642,0.9595,1
63,0.021,1439 ¹m´­,M2500 «Ø§÷Àç³y,0.124,0.6495,4,2.3109,0.8795,2,2.0623,0.8938,2,-0.1014,0.977,1,2558547600.0,0.8729,2,0.98,0.8532,2,77.1786,0.034,10,1.66,0.471,6,1.0,0.5027,6,0.0935,0.333,7,42.6,0.5268,5,0.0062,0.3384,7,0.0572,0.598,5
64,0.0351,1440 «n¯¼,M1400 ¯¼Â´ÅÖºû,0.1333,0.6835,4,12.6598,0.9869,1,10.1413,0.9912,1,0.0045,0.954,1,27561131781.0,0.2662,8,0.86,0.9047,1,6.5227,0.5893,5,-0.3,0.172,9,-0.02,0.1676,9,0.117,0.3998,7,42.27,0.5378,5,0.7774,0.6594,4,0.0043,0.3691,7
65,-0.0112,1441 ¤jªF,M1400 ¯¼Â´ÅÖºû,-0.0219,0.2552,8,0.2121,0.6134,4,0.1562,0.609,4,0.1839,0.8248,2,961374786.0,0.989,1,2.51,0.2826,8,4.2443,0.7601,3,-9.21,0.0099,10,-1.29,0.0526,10,0.077,0.2749,8,80.01,0.0537,10,0.2428,0.4775,6,-0.0975,0.0701,10
66,0.1098,1442 ¦W°a,M2500 «Ø§÷Àç³y,0.5133,0.9474,1,4.163,0.9376,1,2.8641,0.9277,1,0.0197,0.9507,1,19810240032.0,0.3231,7,2.14,0.3768,7,10.0144,0.4074,6,7.03,0.9595,1,3.16,0.9113,1,0.0434,0.161,9,55.4,0.2892,8,2.4527,0.874,2,0.0577,0.5991,5
67,-0.0392,1443 ¥ß¯qª«¬y,M9900 ¨ä¥L,0.1169,0.6331,4,2.8863,0.9069,1,2.4895,0.9146,1,-0.3012,0.9923,1,4330976352.0,0.7514,3,1.91,0.4436,6,20.2813,0.1818,9,5.27,0.8981,2,1.46,0.6342,4,0.0174,0.0504,10,77.56,0.0646,10,1.8474,0.8258,2,0.0942,0.7382,3
68,-0.0211,1444 ¤OÄR,M1400 ¯¼Â´ÅÖºû,-0.0296,0.23,8,-0.2399,0.3768,7,-0.2121,0.3921,7,0.2372,0.7612,3,9806611331.0,0.5115,5,0.84,0.9124,1,4.7317,0.7273,3,2.05,0.5444,5,1.37,0.6145,4,0.0374,0.1336,9,37.11,0.6353,4,3.2594,0.9036,1,0.0071,0.3812,7
69,0.0131,1445 ¤j¦t,M1400 ¯¼Â´ÅÖºû,0.0679,0.5181,5,-0.097,0.4644,6,-0.0749,0.494,6,0.3068,0.678,4,2583254426.0,0.8719,2,1.07,0.8018,3,10.6834,0.3844,7,0.02,0.2015,9,0.02,0.1742,9,0.4423,0.966,1,9.48,0.9704,1,-0.9615,0.0942,10,0.4169,0.9726,1
70,0.1377,1446 §»©M,M1400 ¯¼Â´ÅÖºû,0.4324,0.931,1,18.6787,0.9978,1,13.4631,0.9967,1,0.6371,0.2957,8,6618374279.0,0.6254,4,2.56,0.2683,8,9.2236,0.4447,6,17.59,0.9989,1,6.67,0.9956,1,0.1033,0.3604,7,59.42,0.2158,8,23.6696,0.9901,1,-0.0497,0.1643,9
71,0.1222,1447 ¤OÄP,M1400 ¯¼Â´ÅÖºû,0.0981,0.5904,5,-0.3928,0.2651,8,-0.3797,0.253,8,0.1145,0.8949,2,8045029779.0,0.5619,5,0.81,0.9255,1,0.8671,0.988,1,2.0,0.5312,5,1.07,0.5257,5,0.2312,0.7349,3,56.49,0.2683,8,3.1818,0.8992,2,0.1746,0.8751,2
72,0.0083,1449 ¨Î©M,M1400 ¯¼Â´ÅÖºû,-0.0914,0.1128,9,-0.6214,0.1161,9,-0.5674,0.1347,9,0.5623,0.3658,7,1720802308.0,0.9365,1,0.99,0.851,2,1.945,0.9409,1,2.66,0.6396,4,1.09,0.5323,5,0.0286,0.1008,10,71.7,0.1019,10,1.6457,0.8061,2,-0.0149,0.2815,8
73,-0.0096,1451 ¦~¿³,M1400 ¯¼Â´ÅÖºû,0.0868,0.563,5,1.1629,0.8193,2,1.0289,0.8248,2,0.0876,0.9135,1,3986235000.0,0.782,3,0.57,0.9901,1,2.3652,0.9189,1,0.41,0.264,8,0.37,0.3034,8,0.2009,0.6637,4,14.56,0.9321,1,1.1352,0.7295,3,-0.0793,0.0997,10
74,-0.0116,1452 §»¯q,M1400 ¯¼Â´ÅÖºû,0.0208,0.3823,7,0.3309,0.6528,4,0.2897,0.6703,4,0.1624,0.8434,2,2234185213.0,0.9047,1,0.79,0.9299,1,6.7294,0.5783,5,-0.12,0.1873,9,-0.11,0.1566,9,0.28,0.8401,2,5.85,0.9869,1,0.7264,0.6495,4,0.014,0.4096,6
75,0.2854,1453 ¤j±N,M2500 «Ø§÷Àç³y,0.593,0.9682,1,20.5322,0.9989,1,11.5622,0.9945,1,0.8547,0.1424,9,2421927973.0,0.8894,2,1.1,0.7886,3,7020.0811,0.0055,10,1.13,0.391,7,0.82,0.4436,6,0.0032,0.0055,10,30.12,0.7525,3,166.5918,1.0,1,0.1286,0.8127,2
76,0.0341,1454 ¥x´I,M1400 ¯¼Â´ÅÖºû,-0.0153,0.2705,8,-0.0061,0.5181,5,0.0324,0.5509,5,0.3032,0.6813,4,2057321189.0,0.9146,1,1.29,0.6813,4,5.2735,0.6878,4,1.2,0.402,7,0.98,0.4973,6,0.0265,0.0909,10,20.43,0.8828,2,7.2238,0.9573,1,-0.0086,0.2957,8
77,0.0469,1455 ¶°²±,M1400 ¯¼Â´ÅÖºû,0.3645,0.908,1,-0.4204,0.2289,8,-0.4393,0.2081,8,0.0759,0.9233,1,7363884063.0,0.598,5,1.2,0.7382,3,3.2821,0.8445,2,1.16,0.3965,7,0.71,0.4064,6,0.0054,0.0099,10,41.24,0.5564,5,2.8192,0.8806,2,0.1195,0.8028,2
78,0.0049,1456 ©ÉµØ,M2500 «Ø§÷Àç³y,0.2229,0.8039,2,-0.5635,0.1479,9,-0.547,0.1566,9,0.5871,0.3373,7,1883443980.0,0.9266,1,1.21,0.7306,3,6.7152,0.5794,5,-2.87,0.0537,10,0.23,0.2497,8,0.0059,0.0131,10,87.59,0.035,10,0.2698,0.4907,6,0.083,0.7065,3
79,0.0183,1457 ©y¶i,M1400 ¯¼Â´ÅÖºû,0.2449,0.8248,2,2.3583,0.8828,2,1.9072,0.8839,2,0.5628,0.3625,7,6590676663.0,0.6265,4,1.16,0.7525,3,7.4865,0.5301,5,-0.27,0.1742,9,0.08,0.1884,9,0.0795,0.2837,8,55.8,0.2815,8,-0.7414,0.1227,9,-0.0102,0.2935,8
80,-0.0652,1459 Ápµo,M1400 ¯¼Â´ÅÖºû,0.183,0.7612,3,5.0767,0.954,1,4.1782,0.9562,1,-0.1935,0.9858,1,4034575204.0,0.7798,3,1.25,0.701,4,10.8528,0.3724,7,0.13,0.2256,8,0.33,0.2935,8,0.1474,0.4984,6,39.98,0.5816,5,1.4295,0.7809,3,-0.0578,0.1424,9
81,-0.0099,1460 §»»·,M1400 ¯¼Â´ÅÖºû,0.0819,0.552,5,-0.3388,0.3034,8,-0.3701,0.2629,8,0.1906,0.8149,2,5598826481.0,0.6835,4,0.98,0.8565,2,2.8954,0.8773,2,0.11,0.2223,8,0.28,0.2705,8,0.0969,0.3472,7,53.37,0.3308,7,0.229,0.4732,6,-0.0987,0.0657,10
82,0.0152,1463 ±j²±·s,M1400 ¯¼Â´ÅÖºû,0.1006,0.6002,5,-0.3563,0.2881,8,-0.4034,0.2377,8,0.341,0.6298,4,3347735716.0,0.8215,2,1.37,0.6484,4,41.8462,0.069,10,0.62,0.3045,7,0.55,0.3636,7,0.0695,0.2519,8,18.36,0.9058,1,-0.5439,0.1446,9,0.0347,0.5115,5
83,0.0174,1464 ±o¤O,M1400 ¯¼Â´ÅÖºû,0.1077,0.6145,4,0.6147,0.7284,3,0.5751,0.7404,3,0.2241,0.7809,3,5766673474.0,0.6703,4,1.0,0.8456,2,2.2724,0.9233,1,1.31,0.4151,6,0.75,0.4217,6,0.0687,0.2453,8,60.94,0.1917,9,0.1846,0.4545,6,-0.1505,0.0307,10
84,-0.0568,1465 °¶¥þ,M1400 ¯¼Â´ÅÖºû,0.1372,0.6922,4,-0.0333,0.5005,6,-0.0583,0.5038,5,0.0207,0.9496,1,1578663927.0,0.9496,1,0.96,0.8631,2,14.1802,0.2892,8,2.28,0.5838,5,1.93,0.7426,3,0.0886,0.3165,7,15.9,0.9233,1,14.481,0.9781,1,0.0241,0.4524,6
85,-0.0268,1466 »E¶©,M1400 ¯¼Â´ÅÖºû,-0.0262,0.2442,8,-0.711,0.0624,10,-0.6899,0.0602,10,0.5055,0.4392,6,1445045160.0,0.9595,1,1.05,0.816,2,2.4345,0.9135,1,-1.29,0.1019,10,-0.34,0.1216,9,0.0477,0.1709,9,57.69,0.2464,8,0.7598,0.655,4,-0.0436,0.1829,9
86,-0.0581,1467 «n½n,M1400 ¯¼Â´ÅÖºû,0.0773,0.54,5,2.8422,0.9058,1,2.6456,0.9189,1,-0.0064,0.9584,1,2768452304.0,0.8554,2,0.9,0.8905,2,2.2359,0.9288,1,1.01,0.3658,7,0.65,0.3921,7,0.255,0.7864,3,64.71,0.1533,9,1.2419,0.7492,3,0.0284,0.4743,6
87,0.0733,1468 Îë©M,M1400 ¯¼Â´ÅÖºû,-0.0724,0.1479,9,0.1403,0.5893,5,0.2413,0.6473,4,0.519,0.4228,6,2157450532.0,0.9091,1,1.77,0.4907,6,8.6443,0.4699,6,3.34,0.7338,3,1.75,0.7097,3,0.0715,0.2563,8,53.76,0.3231,7,13.5145,0.9759,1,-0.0705,0.1183,9
88,-0.0074,1470 ¤j²Î·s³Ð,M1400 ¯¼Â´ÅÖºû,0.0076,0.3373,7,-0.4909,0.1961,9,-0.4811,0.1884,9,-0.0198,0.966,1,1663107897.0,0.9441,1,1.86,0.4622,6,8.7417,0.4655,6,3.18,0.701,4,2.7,0.8543,2,0.2223,0.7196,3,17.35,0.9124,1,-0.1192,0.2694,8,-0.0089,0.2946,8
89,0.0738,1471 ­º§Q,M2328 ¹q¤l¹s²Õ¥ó,-0.0599,0.1698,9,-0.7422,0.0493,10,-0.7105,0.0515,10,0.6497,0.2837,8,2241176586.0,0.9036,1,1.67,0.5268,5,39.6381,0.0734,10,0.43,0.2683,8,0.4,0.3165,7,0.698,0.9978,1,7.09,0.9836,1,3.0977,0.8949,2,-0.0469,0.1742,9
90,-0.067,1472 ¤T¬v¹ê·~,M2500 «Ø§÷Àç³y,0.2358,0.816,2,-0.2954,0.3384,7,-0.3189,0.3111,7,0.2937,0.6999,4,3803842795.0,0.7886,3,2.08,0.4009,7,6.6348,0.5816,5,3.31,0.7251,3,1.77,0.7141,3,0.2325,0.7393,3,50.07,0.3779,7,4.3704,0.9288,1,0.0757,0.6791,4
91,0.3095,1473 ¥x«n,M1400 ¯¼Â´ÅÖºû,0.3972,0.9233,1,2.9717,0.9102,1,2.2926,0.9069,1,0.6588,0.2771,8,5716342406.0,0.6736,4,1.12,0.7798,3,2.4704,0.9102,1,5.47,0.9047,1,3.84,0.9573,1,0.1202,0.4074,6,31.65,0.7295,3,1.7347,0.8149,2,0.1245,0.8105,2
92,-0.0035,1474 ¥°¸Î,M1400 ¯¼Â´ÅÖºû,0.2069,0.7897,3,1.3811,0.8313,2,1.1864,0.8379,2,0.2116,0.7952,3,1818557566.0,0.9321,1,0.76,0.9474,1,2.4721,0.9091,1,3.91,0.7842,3,2.31,0.7985,3,0.1022,0.3549,7,42.47,0.5334,5,5.0303,0.9398,1,-0.0493,0.1654,9
93,0.0434,1475 ·~©ô,M1400 ¯¼Â´ÅÖºû,0.1174,0.6342,4,1.2825,0.8269,2,1.0468,0.828,2,0.3216,0.6616,4,3775511079.0,0.7919,3,2.43,0.2968,8,8.9588,0.4556,6,8.71,0.9825,1,6.72,0.9967,1,0.6083,0.9934,1,23.74,0.8335,2,0.7555,0.6528,4,0.3632,0.9584,1
94,0.0786,1476 ¾§ÂE,M1400 ¯¼Â´ÅÖºû,-0.0647,0.1643,9,-0.146,0.4337,6,-0.0805,0.4885,6,0.3957,0.563,5,134439884390.0,0.0854,10,6.43,0.034,10,17.6137,0.2147,8,5.78,0.9168,1,4.37,0.9726,1,0.127,0.4228,6,30.74,0.7404,3,0.724,0.6473,4,0.0138,0.4074,6
95,0.0172,1477 »E¶§,M1400 ¯¼Â´ÅÖºû,0.0688,0.5192,5,-0.092,0.4688,6,-0.0966,0.4699,6,0.2244,0.7798,3,86056585504.0,0.1161,9,6.82,0.0274,10,9.9972,0.4085,6,7.7,0.9693,1,4.71,0.9814,1,0.1519,0.5192,5,48.33,0.4096,6,0.1804,0.4524,6,0.0154,0.4173,6
96,0.0365,1503 ¤h¹q,M1500 ¹q¾÷¾÷±ñ,1.072,0.9945,1,-0.1576,0.4283,6,-0.4593,0.1972,9,1.0917,0.0657,10,133543102199.0,0.0876,10,3.84,0.1292,9,13.4649,0.3023,8,3.3,0.7229,3,2.14,0.7722,3,0.0488,0.172,9,32.81,0.7097,3,0.4878,0.5619,5,0.1797,0.8828,2
97,0.0566,1504 ªF¤¸,M1500 ¹q¾÷¾÷±ñ,0.1865,0.7656,3,0.1734,0.6002,5,0.0698,0.5739,5,0.8612,0.1402,9,111906544302.0,0.0986,10,1.67,0.5279,5,8.1505,0.494,6,1.54,0.4524,6,1.07,0.5246,5,0.1987,0.6572,4,36.11,0.6539,4,-0.291,0.207,8,-0.07,0.1194,9
98,0.003,1506 ¥¿¹D,M1500 ¹q¾÷¾÷±ñ,-0.0091,0.2892,8,-0.1651,0.4228,6,-0.1571,0.4283,6,0.2334,0.7667,3,4896332566.0,0.7196,3,1.81,0.4786,6,19.6492,0.1895,9,0.47,0.2804,8,0.44,0.3286,7,0.1521,0.5214,5,10.99,0.9617,1,-0.4074,0.1709,9,-0.0189,0.2694,8
99,-0.1,1512 ·ç§Q,M2200 ¨T¨®¤u·~,-0.1561,0.0548,10,0.0621,0.552,5,0.134,0.5991,5,0.4113,0.5487,5,981834980.0,0.988,1,2.98,0.2081,8,3.4037,0.8346,2,-4.82,0.0263,10,-0.38,0.1183,9,0.0402,0.1446,9,84.12,0.0438,10,-39.3533,0.0022,10,-0.0497,0.1632,9
100,0.1202,1513 ¤¤¿³¹q,M1500 ¹q¾÷¾÷±ñ,0.3942,0.9222,1,-0.2045,0.3987,7,-0.3131,0.3143,7,1.0347,0.0865,10,82904389559.0,0.1205,9,4.87,0.0821,10,13.5053,0.3012,8,5.5,0.9058,1,2.19,0.7798,3,0.0623,0.2223,8,59.84,0.2059,8,0.2804,0.4918,6,0.0928,0.7327,3
101,0.1381,1514 ¨È¤O,M1500 ¹q¾÷¾÷±ñ,0.4477,0.9354,1,-0.0864,0.4754,6,-0.3656,0.2694,8,1.0285,0.0876,10,30831321899.0,0.2421,8,5.34,0.0613,10,14.9437,0.2716,8,4.48,0.8368,2,2.11,0.7689,3,0.0776,0.2771,8,51.56,0.3571,7,0.5819,0.5958,5,0.0668,0.6407,4
102,-0.0083,1515 ¤O¤s,M1500 ¹q¾÷¾÷±ñ,0.0568,0.494,6,0.3844,0.6758,4,0.3632,0.6911,4,0.8889,0.1271,9,8219098141.0,0.5564,5,2.35,0.3122,7,3.7582,0.7963,3,6.34,0.9387,1,2.7,0.8554,2,0.3972,0.943,1,58.05,0.2366,8,4.1966,0.9255,1,0.2925,0.9463,1
103,0.201,1516 ¤t­¸,M9900 ¨ä¥L,0.1371,0.6911,4,7.5468,0.966,1,6.4532,0.9748,1,0.5206,0.4217,6,772238180.0,0.9945,1,1.36,0.6572,4,2.6572,0.8981,2,3.91,0.7853,3,3.76,0.9551,1,0.1987,0.6561,4,1.28,0.9989,1,0.7235,0.6462,4,-0.0077,0.3078,7
104,-0.003,1517 §Q©_,M1500 ¹q¾÷¾÷±ñ,0.0719,0.5246,5,-0.6958,0.0668,10,-0.6754,0.0646,10,0.4525,0.5038,5,3653005229.0,0.7974,3,0.98,0.8543,2,9.8069,0.4173,6,0.13,0.2234,8,0.11,0.1993,9,0.2659,0.8149,2,15.57,0.9266,1,-4.646,0.0219,10,-0.1129,0.0537,10
105,0.2137,1519 µØ«°,M1500 ¹q¾÷¾÷±ñ,0.5222,0.9507,1,1.0499,0.805,2,0.3682,0.6922,4,1.0899,0.0679,10,195840867737.0,0.0559,10,35.13,0.0022,10,64.4743,0.0449,10,10.5,0.989,1,3.69,0.9507,1,0.1951,0.6528,4,69.82,0.1117,9,1.907,0.8335,2,0.3691,0.9606,1
106,-0.0306,1521 ¤j»õ,M2200 ¨T¨®¤u·~,-0.0632,0.1654,9,-0.6283,0.1106,9,-0.5977,0.1172,9,0.3571,0.6134,4,2994398253.0,0.8423,2,1.69,0.5246,5,2.8143,0.885,2,1.78,0.4885,6,1.0,0.5038,5,0.1227,0.4151,6,44.04,0.5027,6,0.6737,0.6265,4,-0.0324,0.2267,8
107,0.0689,1522 ³öºû¦è,M2200 ¨T¨®¤u·~,0.5071,0.9452,1,-0.0113,0.5159,5,-0.1849,0.4151,6,0.4812,0.4666,6,21302530857.0,0.3056,7,1.71,0.5137,5,4.1763,0.7623,3,6.57,0.9441,1,2.76,0.8631,2,0.0611,0.2202,8,61.28,0.1884,9,2.1174,0.8499,2,0.069,0.6561,4
108,-0.0373,1524 ¯Õ¹©,M2200 ¨T¨®¤u·~,0.1536,0.713,3,-0.2187,0.391,7,-0.2379,0.3779,7,0.7574,0.2081,8,5934643252.0,0.6594,4,2.24,0.3494,7,8.2253,0.4863,6,6.3,0.9354,1,3.26,0.9211,1,0.1128,0.3866,7,50.05,0.3801,7,2.8807,0.885,2,0.0779,0.6867,4
109,0.0788,1525 ¦¿¥Ó,M2200 ¨T¨®¤u·~,-0.0381,0.2081,8,-0.1751,0.4195,6,-0.1374,0.4414,6,0.4933,0.4545,6,4967845917.0,0.7163,3,1.11,0.7831,3,16.1011,0.2421,8,1.0,0.3614,7,0.84,0.4535,6,0.3124,0.8784,2,15.55,0.9277,1,-0.7485,0.1216,9,0.0056,0.3746,7
110,-0.0753,1526 ¤é¹£,M1500 ¹q¾÷¾÷±ñ,0.1075,0.6134,4,-0.7542,0.0438,10,-0.7505,0.0274,10,0.2089,0.8007,3,2070000000.0,0.9135,1,1.45,0.6134,4,12.0663,0.3395,7,-0.24,0.1785,9,0.04,0.1774,9,0.117,0.4009,7,47.11,0.4403,6,-1.0755,0.0778,10,-0.0571,0.1468,9
111,0.0162,1527 Æp¥þ,M1500 ¹q¾÷¾÷±ñ,0.075,0.5334,5,0.7525,0.7612,3,0.7015,0.7777,3,0.2,0.8083,2,5685830500.0,0.6747,4,1.18,0.7459,3,7.0943,0.5597,5,3.19,0.7043,3,2.84,0.8784,2,0.0534,0.1873,9,10.83,0.9639,1,0.7658,0.6583,4,0.0036,0.3658,7
112,0.0442,1528 ®¦¼w,M1500 ¹q¾÷¾÷±ñ,-0.1633,0.046,10,-0.7346,0.0515,10,-0.702,0.057,10,0.583,0.3406,7,2335998445.0,0.8949,2,1.04,0.8237,2,3.0301,0.8631,2,-2.13,0.0756,10,-0.77,0.08,10,0.1362,0.4545,6,56.51,0.2662,8,-4.9451,0.0208,10,0.0478,0.5553,5
113,-0.0274,1529 ¼Ö¨Æºñ¯à,M1500 ¹q¾÷¾÷±ñ,0.1143,0.6276,4,-0.052,0.4907,6,-0.0816,0.4863,6,1.0921,0.0646,10,5166852805.0,0.7054,3,2.92,0.2169,8,35.3526,0.0832,10,-0.89,0.1227,9,-0.34,0.1227,9,0.086,0.3045,7,44.33,0.4995,6,-1.364,0.069,10,0.0211,0.4414,6
114,-0.0169,1530 ¨È´Q,M1500 ¹q¾÷¾÷±ñ,0.0222,0.3844,7,0.2999,0.6396,4,0.3167,0.6769,4,0.1851,0.8182,2,2970232121.0,0.8445,2,0.94,0.8729,2,8.1932,0.4885,6,0.44,0.2705,8,0.35,0.2979,8,0.1054,0.3691,7,44.24,0.5016,6,0.1393,0.437,6,-0.0686,0.1227,9
115,0.0511,1531 °ªªLªÑ,M1500 ¹q¾÷¾÷±ñ,0.0341,0.4326,6,-0.0971,0.4633,6,-0.1012,0.4666,6,0.1596,0.8456,2,2451247600.0,0.8861,2,0.66,0.9737,1,6.6048,0.5827,5,0.46,0.2782,8,0.41,0.3198,7,0.1723,0.586,5,14.18,0.9387,1,1.5035,0.7886,3,-0.0272,0.2377,8
116,-0.0098,1532 ¶Ô¬ü,M1500 ¹q¾÷¾÷±ñ,0.295,0.8664,2,5.9697,0.9584,1,4.5283,0.9595,1,0.6599,0.2738,8,20689060094.0,0.31,7,1.06,0.8116,2,4.256,0.7579,3,3.43,0.7503,3,1.21,0.5564,5,0.1311,0.4348,6,68.04,0.1314,9,22.0326,0.9869,1,0.0321,0.5005,6
117,-0.0502,1533 ¨®¤ý¹q,M2200 ¨T¨®¤u·~,-0.0816,0.1303,9,0.4523,0.6933,4,0.5254,0.7273,3,0.3292,0.6495,4,4715497205.0,0.7382,3,2.11,0.391,7,6.4595,0.5936,5,-4.62,0.0285,10,-1.22,0.0613,10,0.0962,0.3428,7,68.8,0.1281,9,-0.496,0.1533,9,0.0466,0.5487,5
118,-0.0099,1535 ¤¤¦t,M1500 ¹q¾÷¾÷±ñ,0.2034,0.7853,3,1.0775,0.8072,2,0.7447,0.7864,3,0.794,0.1785,9,8375056785.0,0.5509,5,2.52,0.2804,8,3.2161,0.8488,2,3.22,0.7119,3,1.76,0.7119,3,0.1861,0.6287,4,45.25,0.4775,6,0.0373,0.3724,7,-0.0001,0.3461,7
119,0.0206,1536 ©M¤j,M2200 ¨T¨®¤u·~,0.0514,0.4786,6,-0.25,0.3636,7,-0.2498,0.3702,7,0.8056,0.1687,9,14601435844.0,0.3954,7,1.6,0.5542,5,9.8163,0.4162,6,1.0,0.3604,7,0.55,0.3625,7,0.0421,0.1512,9,60.61,0.1961,9,0.0745,0.3987,7,0.0041,0.368,7
120,0.0174,1537 ¼s¶©,M1500 ¹q¾÷¾÷±ñ,0.0875,0.5641,5,0.0533,0.5487,5,0.0382,0.5542,5,0.0901,0.9102,1,11172348820.0,0.4688,6,2.56,0.2694,8,6.4147,0.5991,5,4.84,0.8642,2,3.64,0.9452,1,0.3256,0.8927,2,23.55,0.8357,2,0.7145,0.6386,4,-0.0013,0.3417,7
121,0.1302,1538 ¥¿®p,M1500 ¹q¾÷¾÷±ñ,-0.3261,0.0066,10,-0.3467,0.2957,8,-0.1556,0.4315,6,-0.0984,0.9759,1,834225020.0,0.9912,1,4.97,0.0778,10,45.1103,0.0613,10,-9.04,0.011,10,-6.23,0.0066,10,0.208,0.678,4,26.83,0.7919,3,-0.5304,0.1501,9,-0.3451,0.0033,10
122,-0.0063,1539 ¥¨®x,M1500 ¹q¾÷¾÷±ñ,-0.0188,0.2585,8,-0.415,0.2366,8,-0.3923,0.2442,8,0.6158,0.3078,7,1498188882.0,0.9551,1,0.99,0.8488,2,3.9005,0.7864,3,2.61,0.6342,4,1.75,0.7108,3,0.2315,0.7371,3,33.74,0.701,4,13.0518,0.9737,1,-0.0644,0.1314,9
123,0.0074,1540 ³ìºÖ,M1500 ¹q¾÷¾÷±ñ,0.1538,0.7141,3,1.099,0.8105,2,0.9174,0.8116,2,0.1663,0.8412,2,1669718463.0,0.943,1,1.08,0.7963,3,13.17,0.3122,7,3.86,0.7831,3,3.21,0.9135,1,0.0373,0.1325,9,17.16,0.9146,1,3.5528,0.9146,1,0.1418,0.8368,2
124,-0.0355,1541 ëù®õ,M1500 ¹q¾÷¾÷±ñ,0.019,0.379,7,0.3354,0.655,4,0.3147,0.6758,4,0.3213,0.6627,4,2489709640.0,0.8817,2,1.28,0.6911,4,3.4509,0.8269,2,3.09,0.6933,4,1.75,0.7087,3,0.0215,0.0646,10,47.07,0.4414,6,0.921,0.6857,4,0.0615,0.6199,4
125,-0.0098,1558 ¦ù¿³,M1500 ¹q¾÷¾÷±ñ,-0.0146,0.2727,8,-0.4534,0.2103,8,-0.4488,0.2048,8,0.1718,0.8357,2,6468514203.0,0.6342,4,1.2,0.7371,3,3.5846,0.8149,2,2.28,0.5816,5,1.66,0.6911,4,0.2384,0.7503,3,28.59,0.7645,3,6.3475,0.9485,1,-0.0154,0.2782,8
126,0.2469,1560 ¤¤¬â,M1500 ¹q¾÷¾÷±ñ,0.0147,0.3604,7,-0.2835,0.3395,7,-0.2801,0.3483,7,1.2647,0.0361,10,34898125842.0,0.2136,8,6.48,0.0329,10,21.8773,0.1643,9,4.26,0.8138,2,2.72,0.8576,2,0.1599,0.5498,5,41.91,0.5444,5,0.436,0.5411,5,0.0768,0.6802,4
127,-0.0621,1568 ­Ü¦ö,M2200 ¨T¨®¤u·~,0.0277,0.4096,6,-0.5291,0.1731,9,-0.4921,0.1785,9,0.531,0.4053,6,3110399819.0,0.8357,2,1.77,0.4896,6,10.1777,0.402,7,4.38,0.8269,2,3.06,0.9003,2,0.3446,0.9113,1,32.41,0.7152,3,1.5915,0.7996,3,-0.0354,0.2158,8
128,0.2213,1582 «HÀA,M2328 ¹q¤l¹s²Õ¥ó,0.1995,0.782,3,0.0342,0.5422,5,-0.0867,0.4786,6,0.8951,0.1205,9,13305431687.0,0.4217,6,1.78,0.4852,6,6.1986,0.6057,4,3.43,0.7547,3,2.15,0.7766,3,0.2787,0.8379,2,37.49,0.6287,4,5.5216,0.943,1,0.0921,0.7284,3
